,taxon_id,taxon_size,mean_cosine_score,taxon_base_path,taxon_level,level1taxon,fewer_than_or_equal_5items,more_than_0_5_diversity
465,230a94c8-362a-4e3f-9a83-823472aa202a,110,0.26877349615097046,/transport/transport-modelling-and-appraisal,2,Transport,0,0
392,dd696d59-982a-4e51-90e2-461d8061fcbc,41,0.26828840374946594,/health-and-social-care/population-screening-programmes-abdominal-aortic-aneurysm,3,Health and social care,0,0
909,a6a0ba0b-d4a8-46bc-8c68-4c62ca04183b,11,0.2678646445274353,/money/dealing-with-hmrc-paying-hmrc-vat,4,Money,0,0
364,1f7c6bfc-30cd-4cbd-8995-c91bc4a101a4,127,0.26780644059181213,/entering-staying-uk/asylum-refugee-human-rights-claims,3,Entering and staying in the UK,0,0
1185,f15d007c-39ab-4e13-a2d8-d33e2dd3ef8b,5,0.26731494069099426,/government/data-provisioning,4,Government,1,0
318,c45f0901-ce44-4e99-a947-fdca0ec92130,16,0.2670404314994812,/transport/travel-passes-and-concessions,3,Transport,0,0
817,b5d80b89-fa33-454b-81bc-fd613b29deff,7,0.266596257686615,/money/personal-tax-self-assessment-paying-your-tax-bill,4,Money,0,0
564,cbf65210-01e2-4761-b2af-31455ac6010c,37,0.2660883665084839,/health-and-social-care/population-screening-programmes-newborn-hearing,3,Health and social care,0,0
504,98c52943-4e22-4481-a83d-f2f5b32a5d20,85,0.26590287685394287,/business-and-industry/company-names,4,Business and industry,0,0
642,ba6c4d92-b050-4b9a-8a52-e72247951d29,15,0.26526013016700745,/money/business-tax-alcohol-duties-moving-and-storing-goods,4,Money,0,0
1085,eca6eef8-4529-47db-8ba9-daa6305f15d3,3,0.26436665654182434,/regional-and-local-government/local-government-councils-elections,3,Regional and local government,1,0
455,5c5e40c7-6e46-4997-956b-bc4b7d5e121c,46,0.26372021436691284,/health-and-social-care/population-screening-programmes-bowel,3,Health and social care,0,0
244,fc8d14fd-8904-4391-a23f-33a61fddaf3b,197,0.2636040449142456,/transport/hs2-planning,4,Transport,0,0
963,bdf9835b-d492-4706-b0de-1f6fff69ebdb,22,0.26353612542152405,/transport/hs2-design,4,Transport,0,0
553,9e404eb0-5a2a-41ec-bace-c62407a604bc,4,0.26266780495643616,/government/technology-guidance-technology-guidance-user-research,3,Government,1,0
234,013fc5e0-280c-4f73-9598-47de68f13dcd,227,0.26233983039855957,/environment/countryside-stewardship,5,Environment,0,0
900,288d5fe9-bf7c-48f2-b644-a7e911daee95,9,0.2620871365070343,/money/business-tax-stamp-taxes-annual-tax-on-enveloped-dwellings,4,Money,0,0
380,e8f17408-2d81-468f-aad8-7486a05cd0bf,201,0.26141121983528137,/education/gcse-subject-content-and-requirements,4,"Education, training and skills",0,0
847,13afc950-0182-429f-a7c0-e02f1fcb04a5,7,0.26105931401252747,/housing-local-and-community/land-registration-business-mortgage-services-conveyancing-services,4,"Housing, local and community",0,0
645,f5f2d57d-8381-4566-a983-c5df615d7647,45,0.25935909152030945,/health-and-social-care/population-screening-programmes-newborn-blood-spot,3,Health and social care,0,0
1139,29d4837a-c6e8-44e7-8ff6-4027b400fe42,9,0.25931990146636963,/money/business-tax-international-tax-double-taxation,4,Money,0,0
879,f40880fe-982a-469f-b0cb-248d06d7c7e7,17,0.25865447521209717,/money/business-tax-paye-employees-joining-leaving-or-changing-their-circumstances,4,Money,0,0
777,0133b1b3-9ecd-48ad-b226-538b46a17ff4,54,0.25802555680274963,/employment/government-graduate-schemes,2,Work,0,0
1023,5a73303d-0c74-4115-9c3e-7d0e925cb1ae,16,0.2578495144844055,/childcare-parenting/early-years-census,4,"Parenting, childcare and children's services ",0,0
1114,0db50d22-b906-4850-bf48-cf4a1477eafc,9,0.2576637864112854,/employment/business-tax-self-employed-tax-and-national-insurance,3,Work,0,0
540,91fd5145-255f-4525-ae99-1f5f9abe9a49,81,0.2568837106227875,/transport/smart-motorways,3,Transport,0,0
688,c73891d9-1ead-4075-8681-8189de727cb9,19,0.2565210163593292,/childcare-parenting/child-benefit,3,"Parenting, childcare and children's services ",0,0
660,1e6ec387-71d7-42d2-ad15-28adc5e1a172,46,0.2550889849662781,/transport/hs2-phase-two,4,Transport,0,0
1135,5bd34564-2ae0-4cc5-a6c8-416a9cbaa29c,6,0.25416886806488037,/environment/commercial-fishing-fisheries-regulations-monitoring-enforcement-vessel-monitoring-systems,4,Environment,0,0
769,cb5342f7-4a48-4abb-ac43-53e2eb534324,15,0.25409767031669617,/environment/planning-development-protected-sites-species-land-sites,4,Environment,0,0
578,895732d7-177b-4def-8997-f1afc4364415,7,0.2536710202693939,/money/personal-tax-self-assessment-filing-a-tax-return,4,Money,0,0
1000,bc2b7f1a-25b2-4115-8b8d-9b7822d11377,12,0.2536698579788208,/housing-local-and-community/local-plans,3,"Housing, local and community",0,0
607,e43c90fb-e2d1-4c35-9a82-955b3f695047,5,0.253082275390625,/education/inspection-of-residential-provision-in-further-education-colleges,4,"Education, training and skills",1,0
703,e0ba0572-62f2-4f4e-9bfa-ede46bd10bc9,8,0.2527316212654114,/environment/oil-and-gas-finance-and-taxation-tax-and-profits,4,Environment,0,0
1155,62072d08-8552-4b0e-9efe-bf8641c30958,16,0.2520768940448761,/transport/bus-services-routes-and-timetables,4,Transport,0,0
460,0737968c-68b5-440e-9a45-b5802017234c,92,0.25162220001220703,/health-and-social-care/population-screening-programmes-breast,3,Health and social care,0,0
1066,cf634f7f-2015-4f6a-8b29-4e9312b317a6,5,0.25142818689346313,/government/technology-guidance-technology-guidance-govwifi,4,Government,1,0
736,f4e08965-70f8-40ca-88bb-84ee0094f714,24,0.24945344030857086,/transport/community-rail,3,Transport,0,0
924,f38e6317-1916-4e57-a7ed-60b2005485b1,19,0.24903570115566254,/transport/professional-development-for-approved-driving-instructors,4,Transport,0,0
1014,f6eef892-c962-4500-8ff6-adbeaf6e32e4,6,0.24894839525222778,/money/business-tax-gambling-duties-general-betting-duty-pool-betting-duty-and-remote-gaming-duty,4,Money,0,0
644,b5350a91-6d42-4eb1-9eff-d11460180137,40,0.24801254272460938,/health-and-social-care/population-screening-programmes-newborn-infant-physical-examination,3,Health and social care,0,0
595,ffd3a6b0-acfb-4c6b-8eff-7082988510dd,42,0.24706172943115234,/education/school-censuses-and-slasc,4,"Education, training and skills",0,0
1089,7f07b585-89bc-4f04-a890-f46bffc030a9,2,0.24656493961811066,/government/technology-guidance-technology-guidance-application-development,4,Government,1,0
360,1b8de292-b0d4-414c-a54e-75c6e11023f3,53,0.2464660406112671,/health-and-social-care/population-screening-programmes-diabetic-eye,3,Health and social care,0,0
1214,04627536-a2e3-4ffd-9279-180feee5295a,4,0.24643534421920776,/money/business-tax-gambling-duties-paying-hmrc,4,Money,1,0
1069,a9ee1e37-96af-4e52-91ca-b4d1930f52df,7,0.24630694091320038,/money/business-tax-employment-related-securities-returns-and-notifications,4,Money,0,0
986,8c8aac58-992a-4f88-9dd6-1c8283a22588,14,0.2463003695011139,/government/technology-guidance-technology-guidance-telecommunications,4,Government,0,0
666,c359fa76-88ff-4298-817e-5cf974473853,30,0.24613571166992188,/childcare-parenting/data-collection-for-looked-after-children,4,"Parenting, childcare and children's services ",0,0
719,07160f26-9be6-4c30-93d5-f4017ea21284,76,0.24528241157531738,/transport/rail-stations,3,Transport,0,0
937,06e146ec-c1a3-4a93-b889-9c4d790954d8,20,0.24509656429290771,/money/non-resident-landlord-scheme,3,Money,0,0
1109,7966b917-60ea-4276-981e-84c59dfc5f7a,4,0.24434185028076172,/childcare-parenting/savings-accounts-for-children,3,"Parenting, childcare and children's services ",1,0
1137,2285b71b-31c2-4413-af4f-a2cf32913ccc,3,0.24403047561645508,/money/business-tax-gambling-duties-machine-games-duty,4,Money,1,0
759,fa1f3afb-4de4-40d3-b5de-184f5cac0665,4,0.24387618899345398,/money/personal-tax-inheritance-tax-reliefs,4,Money,1,0
1028,6fa4cfe6-1753-4256-ad2a-8d866a04eef3,9,0.2433205097913742,/transport/night-flights,3,Transport,0,0
1223,652532c7-dfb1-440a-a37e-215420ed3110,7,0.24188022315502167,/money/business-tax-corporation-tax-working-out-your-corporation-tax,4,Money,0,0
496,e86e90e0-af4f-4cd9-8b6a-f2d177575290,6,0.24185384809970856,/education/home-schooling,3,"Education, training and skills",0,0
945,82bb6ae4-dc73-4e60-80bc-3c722997abfe,5,0.24155843257904053,/business-and-industry/company-registration-filing-running-company-overseas-companies-and-european-companies,4,Business and industry,1,0
1225,9af66eaa-52b6-4239-a3b1-ba1e57afa16c,3,0.2415463924407959,/money/business-tax-gambling-duties-bingo-duty,4,Money,1,0
1127,65a25d2c-a0e5-4283-921d-c928babfb6e4,17,0.24151046574115753,/childcare-parenting/tax-credits-if-you-have-children,3,"Parenting, childcare and children's services ",0,0
869,88b4980f-af23-41a0-9fc6-027dda49643c,9,0.24145877361297607,/money/dealing-with-hmrc-paying-hmrc-insurance-premium-tax,4,Money,0,0
598,d36f331f-ef4e-48e2-81e5-c4ed6c94a1f9,22,0.24137131869792938,/childcare-parenting/data-collection-safeguarding-child-protection,4,"Parenting, childcare and children's services ",0,0
944,31024c7d-70a3-4d5b-bf53-a375cdab3b63,13,0.23969611525535583,/education/types-of-apprenticeships,4,"Education, training and skills",0,0
1236,9da8f2ea-2729-4928-ac03-7ebe090f7c05,3,0.23967832326889038,/money/business-tax-ir35-employment-intermediaries,4,Money,1,0
1201,6883a521-919b-4796-8a98-d319cf354169,9,0.23961347341537476,/money/business-tax-investment-schemes-venture-capital-schemes,4,Money,0,0
806,3ef207e1-26d3-41c4-94f5-e2957f3fb1a9,12,0.23914401233196259,/life-circumstances/births-deaths-marriages-marriage-divorce-getting-separated-or-divorced,3,Life circumstances,0,0
68,24f22965-542e-4ed0-82fa-2e54ca95b35d,186,0.23899665474891663,/money/living-working-abroad-offshore,3,Money,0,0
1169,9a478c16-193c-400b-9a7b-9f5f9bc3f6c6,4,0.23866042494773865,/money/dealing-with-hmrc-tax-agent-guidance-appeals-and-penalties,4,Money,1,0
588,7bf5c281-681a-4ea3-bd22-d1ed96d421aa,58,0.23751294612884521,/transport/vehicle-operator-licences,4,Transport,0,0
712,fe6904d9-2190-48c9-a89a-7976803674b0,32,0.23738862574100494,/education/further-education-intervention-notices-and-reports,4,"Education, training and skills",0,0
870,e8fc8b3b-6ee3-42f9-844d-4ee7977d69c9,7,0.23673845827579498,/money/business-tax-insurance-premium-tax-paying-insurance-premium-tax,4,Money,0,0
888,b1a1a288-948d-459a-b64b-94d773492792,15,0.23644576966762543,/housing-local-and-community/planning-development-planning-permission-appeals-make-an-appeal,4,"Housing, local and community",0,0
1115,8197d980-7a34-4017-a507-c32ba1797368,8,0.23554497957229614,/housing-local-and-community/tenancies-leases,3,"Housing, local and community",0,0
242,f421b9c8-bc31-43d5-b443-6148731a10fd,12,0.23542697727680206,/education/subject-knowledge-enhancement-ske,4,"Education, training and skills",0,0
1058,981bbe5a-3b03-4d06-b15a-c8fe297381c9,4,0.23486152291297913,/money/dealing-with-hmrc-paying-hmrc-inheritance-tax,4,Money,1,0
987,ee010898-2f43-4a4c-8618-51916922d112,7,0.23418216407299042,/money/business-tax-large-midsize-business-guidance-large-businesses,4,Money,0,0
67,f98bece0-dfc0-4db3-9374-dd629bcffdd7,198,0.2336023449897766,/money/international-tax,3,Money,0,0
1235,c5147b3e-2f6c-4fc8-99cc-c58c3c901200,7,0.2331380695104599,/entering-staying-uk/right-to-rent-in-the-UK,3,Entering and staying in the UK,0,0
1172,dd26c813-5a16-478b-a680-d56ee57a6f97,2,0.23250186443328857,/environment/environmental-management-chemicals-polychlorinated-biphenyl-pcbs,3,Environment,1,0
627,4abd1756-3c5c-4af1-adc3-8456ab84acd6,216,0.2319338470697403,/transport/driving-and-medical-conditions,4,Transport,0,0
1136,1756186f-3c7a-4112-a7ad-52a369baa01f,3,0.23148506879806519,/environment/environmental-management-water-hydropower,3,Environment,1,0
704,af289618-dfe2-463c-94cb-0ac41ee827eb,2,0.2313166856765747,/defence/defence-armed-forces-ministry-of-defence-estate-sale-of-land,3,Defence and armed forces,1,0
126,b2bb17ba-4bbb-42b6-9439-432b487f3830,108,0.23070020973682404,/transport/road-closures,4,Transport,0,0
427,45a38712-a3d6-42a7-a3ef-70c37665f429,268,0.23051853477954865,/housing-local-and-community/regulation,3,"Housing, local and community",0,0
1232,d7c7489a-07f4-4c3f-af97-acacff6619ef,4,0.23032146692276,/transport/vessel-registration-and-design,3,Transport,1,0
311,92c89e09-9814-410d-b8e1-fdb86e4b3be1,3,0.23023360967636108,/money/dealing-with-hmrc-software-development-working-in-partnership,4,Money,1,0
811,e8e4b901-c862-4e04-b581-2d3357a81a74,15,0.22946235537528992,/money/business-tax-pension-scheme-administration-administering-a-pension-scheme,4,Money,0,0
1022,57c6ba08-a31a-4a7a-9cd6-3d571e91f1ab,4,0.22813689708709717,/education/schools-forums,3,"Education, training and skills",1,0
1006,0fab9131-f877-4286-b4d8-922fbfb402b6,9,0.2273102104663849,/entering-staying-uk/inspections-of-border-immigration-asylum-services,2,Entering and staying in the UK,0,0
1175,de978199-11e8-49b9-965e-4fa6a7ae79a8,3,0.22708408534526825,/life-circumstances/death-registration-disclosure,3,Life circumstances,1,0
1187,ffedc568-ce84-43f6-b2a8-d749f24c13c7,3,0.22705470025539398,/defence/defence-armed-forces-support-services-military-defence-personnel-families-british-forces-post-office,3,Defence and armed forces,1,0
400,9ea4261c-127e-4086-a96e-16faf6789a4e,7,0.2260214388370514,/environment/environmental-management-land-management-protected-sites,4,Environment,0,0
1206,e626b2fd-203e-4e2e-b8a5-121896ae22e7,5,0.22588035464286804,/childcare-parenting/serious-case-reviews,4,"Parenting, childcare and children's services ",1,0
1197,01377da4-3f72-401a-ad3b-9355ec89ee7a,11,0.22504426538944244,/health-and-social-care/abortion,3,Health and social care,0,0
1112,dd102a74-7f97-4525-9c19-ffb9037677e7,6,0.22343799471855164,/money/dealing-with-hmrc-tax-avoidance-disguised-remuneration-schemes,4,Money,0,0
1237,8b1f6057-6133-4e36-a81d-d66e20bf0467,4,0.22168907523155212,/environment/farming-food-grants-payments-rural-grants-payments-online-applications-and-payments,5,Environment,1,0
767,057f67af-e7f6-4698-8592-681e87c42a8a,67,0.22152650356292725,/health-and-social-care/population-screening-programmes-cervical,3,Health and social care,0,0
1097,9ea62430-3c48-440d-b29d-32f0d75878a3,3,0.22138704359531403,/government/open-source-and-open-standards,3,Government,1,0
648,8e16dfc3-74b1-41a1-a9bb-219155bccf78,55,0.2178565114736557,/business/environmental-management-water-abstract-take-water,3,Environment,0,0
886,a9394b1e-43e8-488d-b0a5-c01f6ff58315,17,0.2171855866909027,/education/phonics-screening-checks,4,"Education, training and skills",0,0
252,3573b024-5c47-43e2-b95f-85f4562fe62c,26,0.21602319180965424,/transport/hs2-stations,4,Transport,0,0
774,3cec0ac5-8a19-42b9-9468-fe5e384b3662,29,0.21593260765075684,/education/inspection-of-local-authority-support-for-schools,4,"Education, training and skills",0,0
956,c6e45d10-27e7-49f9-967d-8e1f2e10daaf,2,0.21497994661331177,/business/business-imports-wood-packaging,4,Business and industry,1,0
927,e2f53bc3-2bd0-4356-89fe-73e44f09fafa,3,0.2120102494955063,/money/dealing-with-hmrc-paying-hmrc-construction-industry-scheme-through-paye,4,Money,1,0
363,264b70fc-8063-480e-8652-9297d40efd2d,66,0.2117478847503662,/transport/uk-sea-passengers,3,Transport,0,0
1045,4a69baa5-f368-4f96-8a93-81b2abeb5849,10,0.2107667326927185,/environment/keeping-farmed-animals-poultry-registration,4,Environment,0,0
889,1210b08c-a45c-4b76-ad25-c48b9d4ffac2,4,0.2104257047176361,/money/business-tax-tobacco-products-duty-moving-and-storing-goods,4,Money,1,0
658,8d54e876-06e8-464c-b6bd-1118b3dda01b,16,0.2098737210035324,/health-and-social-care/health-protection-emergency-response,3,Health and social care,0,0
1157,610be2c0-f078-4e8c-85bd-327ff5b6d0c9,10,0.20984424650669098,/transport/foreign-driving-licences,4,Transport,0,0
795,e0f61ec3-1f7e-4611-8457-ea4d639c1444,11,0.20959314703941345,/education/school-capacity-surveys,4,"Education, training and skills",0,0
892,2abe81f4-5301-4897-a6f6-ffe82b220de6,6,0.20939446985721588,/health-and-social-care/ophthalmology,3,Health and social care,0,0
1005,acb26bb8-9a3b-481d-9516-f2426333da66,10,0.20888610184192657,/money/business-tax-paye-paying-hmrc,4,Money,0,0
1151,ab258996-8ad7-4311-b6ad-ff5d26a3aaa3,5,0.20876114070415497,/money/business-tax-money-laundering-regulations-registration-for-specific-business-types,3,Money,1,0
1186,b550d284-fafe-4ee6-9682-734e7cfabde5,5,0.20865009725093842,/money/dealing-with-hmrc-tax-compliance-reporting-tax-evasion,4,Money,1,0
914,94202603-1c71-4daa-9568-d180fb9bb13e,13,0.20768308639526367,/crime-justice-and-law/legal-aid-for-providers-tenders,3,"Crime, justice and law",0,0
825,a69a4bab-aebd-4701-9579-5b65a264a3fc,10,0.2074393779039383,/government/technology-guidance-technology-guidance-green-technology,4,Government,0,0
1174,d518f282-3389-4252-b7aa-8aadb468c25c,4,0.2070607841014862,/money/business-tax-paye-changes-to-the-business-that-affect-paye,4,Money,1,0
635,45a65707-11c7-4e58-88b7-164f83d073e6,24,0.20673087239265442,/childcare-parenting/becoming-a-childrens-social-care-provider,4,"Parenting, childcare and children's services ",0,0
1059,cea828a3-7695-40d6-9e4f-76bb16880d4b,4,0.20589390397071838,/money/personal-tax-inheritance-tax-paying-hmrc,4,Money,1,0
899,e853bed1-2386-49e3-8773-ae2eb89f9de1,4,0.2053443193435669,/government/technology-guidance-technology-guidance-networking,4,Government,1,0
1142,84230b48-93db-45f9-a374-0a82bba90f4e,11,0.2050975114107132,/childcare-parenting/early-years-foundation-stage-profile-return,4,"Parenting, childcare and children's services ",0,0
216,60dac5ef-1ca0-42ed-aa57-d0a9082a6101,136,0.20456093549728394,/transport/property-affected-by-roadworks-and-streetworks,4,Transport,0,0
901,c0064369-d4a1-4440-9949-e75c02b77221,3,0.20436711609363556,/money/dealing-with-hmrc-paying-hmrc-property-taxes,4,Money,1,0
1132,c1ef5274-d19b-4921-8d5e-aa4d3f52b252,4,0.2037029266357422,/transport/employing-drivers,4,Transport,1,0
1173,bcd39976-255b-4cb7-88cd-c83aae9ef1fe,6,0.2031615525484085,/environment/coal-reports-data,4,Environment,0,0
1171,77de6443-ae86-41cd-a78f-ac656704021a,7,0.20254552364349365,/money/business-tax-paye-special-types-of-employee-pay,4,Money,0,0
331,a725e228-1680-4d82-a1bf-e3e5b8fe20e1,154,0.20192517340183258,/transport/road-resurfacing,4,Transport,0,0
947,d3b9b84a-ec8e-4b80-9058-ef20891fe837,3,0.20186461508274078,/money/personal-tax-income-tax-company-benefits-and-share-schemes,4,Money,1,0
1099,b42ec0f9-d161-4be6-85c5-bf3933c1cca4,4,0.20145389437675476,/childcare-parenting/intercountry-adoption,3,"Parenting, childcare and children's services ",1,0
1128,c0be924a-3cee-4200-b4e2-2de4b8ea9dc1,4,0.20069706439971924,/money/business-tax-vat-vat-moss,4,Money,1,0
333,51631b37-84c4-4a47-b839-2ea34cdd1894,7,0.1987430453300476,/transport/hs2-costs,4,Transport,0,0
446,e4afab5d-f00c-42ec-bf5a-8157f882e2c0,3,0.19720558822155,/money/business-tax-employment-related-securities-saye-bonus-rates,4,Money,1,0
996,71440b25-319a-4a42-b755-2d5369091a45,11,0.19624370336532593,/education/school-preference-admission-appeals-data-collection,4,"Education, training and skills",0,0
204,64020283-cc0a-4e52-8124-81d81e9ba974,8,0.19589759409427643,/money/dealing-with-hmrc-tax-avoidance-identifying-avoidance-schemes,4,Money,0,0
824,999bb84a-2bed-434c-a6d1-63868100c3b1,6,0.1955753117799759,/environment/farming-food-grants-payments-school-milk-scheme,4,Environment,0,0
686,580b5b3e-a2d2-4b98-8ebf-d4fab298d601,5,0.1954570710659027,/money/phishing-scams,3,Money,1,0
1167,cc60b435-6e25-4200-8b78-ed53eef6aa41,5,0.1937522441148758,/money/business-tax-construction-industry-scheme-contractors,4,Money,1,0
281,2894668d-0c21-491a-9069-a271e67f6025,1170,0.19357898831367493,/government/european-funds,3,Government,0,0
1084,f28485d1-2492-46b0-a258-2cd9f8c20638,7,0.19350330531597137,/money/business-tax-pension-scheme-administration-pension-scheme-trustees,4,Money,0,0
1234,0dafec49-e649-4f44-b6ef-d9b537896354,4,0.19348734617233276,/housing-local-and-community/land-registration-business-mortgage-services-mortgage-services,4,"Housing, local and community",1,0
745,6b2b33de-1cf7-49fb-880d-01336ba48959,5,0.19269099831581116,/government/technology-guidance-technology-guidance-govuk-registers,4,Government,1,0
1051,b0fcf462-e6b9-44e1-9145-48f66d53c81f,12,0.19082874059677124,/education/primary-curriculum-key-stage-1-programmes-of-study,4,"Education, training and skills",0,0
1154,6d98ba4d-af6f-4e8f-b7ab-8855c90ad015,3,0.1900576800107956,/regional-and-local-government/local-government-business-rates-your-rateable-value,4,Regional and local government,1,0
1078,6f0f8db1-9fe9-4f6a-92c7-7f9ce48117ab,14,0.18999241292476654,/education/school-workforce-censuses,4,"Education, training and skills",0,0
921,8254de8e-bd68-4b6b-b4ed-7a635bdac407,6,0.18905684351921082,/money/dealing-with-hmrc-tax-avoidance-disclosing-avoidance-schemes,4,Money,0,0
239,89aff4c6-c79a-40b2-91ad-270fdb16b8cb,6,0.18678215146064758,/money/business-tax-paye-statutory-pay-and-leave,4,Money,0,0
85,8ce85f33-03ba-4e30-bf85-8a485c32fb30,144,0.18498006463050842,/health-and-social-care/health-protection-migrant-health-guide,3,Health and social care,0,0
1220,467815e0-af2a-4a6a-9560-2713a51c4cfc,5,0.1845741719007492,/regional-and-local-government/local-government-council-tax-appeals-and-reductions,4,Regional and local government,1,0
1182,1f2bc59a-b5d0-431b-bcd7-4644ffae2043,2,0.18434709310531616,/money/business-tax-pension-scheme-administration-overseas-schemes,4,Money,1,0
926,88423dd7-0bcd-4058-96fd-5f69f186e8b2,2,0.18354889750480652,/money/business-tax-construction-industry-scheme-payments,4,Money,1,0
984,6b34b0b7-abe9-4877-88da-2ff59074f511,5,0.18327316641807556,/money/personal-tax-living-working-abroad-offshore-rules-for-specific-occupations,4,Money,1,0
989,4e4e1b9e-c32e-466b-9d6f-384f00249b68,4,0.18261000514030457,/money/dealing-with-hmrc-tax-agent-guidance-agent-authorisation,4,Money,1,0
393,eb882d51-9e14-4fa4-b9d4-67889532aa73,74,0.1797720044851303,/entering-staying-uk/tuberculosis-testing,3,Entering and staying in the UK,0,0
191,ac4c872a-5850-4cdd-aff8-45daf0d6d229,6,0.17909371852874756,/education/special-educational-needs-surveys,4,"Education, training and skills",0,0
894,b6a5a98d-34dc-4388-8bb6-4c8025b9c0e4,10,0.17839539051055908,/education/alternative-provision-censuses,4,"Education, training and skills",0,0
898,4def8626-632e-4aeb-bc18-e5201e0faf65,6,0.17769846320152283,/childcare-parenting/inspections-fostering-adoption-agencies,5,"Parenting, childcare and children's services ",0,0
953,f54f469f-7afa-4080-a8d2-6994e738fdf4,11,0.17745177447795868,/education/key-stage-1-and-2-assessments-data-collection,4,"Education, training and skills",0,0
1080,29698d17-8ce4-46e6-b173-bde2b5977970,3,0.17716360092163086,/childcare-parenting/special-guardianship,3,"Parenting, childcare and children's services ",1,0
1241,e9106b40-4b74-4c3f-8054-4d36fe5f154c,2,0.17656177282333374,/money/business-tax-landfill-tax-payments-and-reliefs,4,Money,1,0
1205,6ea41ea1-6523-43fd-8f82-5121f0e070f1,2,0.17594218254089355,/money/personal-tax-national-insurance-voluntary-contributions,4,Money,1,0
233,9bc2276d-5f65-4b29-b7ac-00379004cfec,6,0.1757642924785614,/health-and-social-care/autism,4,Health and social care,0,0
711,13e88e11-5ed4-45b6-ae4a-8e07fdcb65e8,5,0.17559577524662018,/money/business-tax-corporation-tax-preparing-accounts-for-corporation-tax,4,Money,1,0
918,de3203c9-8f36-49a1-a8d5-d08ee9bc8c22,7,0.17549151182174683,/money/business-tax-pension-scheme-administration-tax-on-pensions,4,Money,0,0
1007,41fc3c68-6b28-4bd5-ab2d-125638137cf0,8,0.17308925092220306,/environment/farming-food-grants-payments-rural-grants-payments-cross-compliance,5,Environment,0,0
1164,912584b4-d8a1-447c-aa63-45d692d7ac32,5,0.17286616563796997,/housing-local-and-community/land-registration-business-mortgage-services-spatial-data,4,"Housing, local and community",1,0
1218,9996acc5-1fd5-4bd0-a869-6d1ff1bf969a,2,0.16942894458770752,/money/dealing-with-hmrc-software-development-new-to-hmrc-development,4,Money,1,0
951,df13e4ae-305e-4a85-9567-b0d19d5763ce,4,0.1667623072862625,/money/dealing-with-hmrc-tax-agent-guidance-compliance-checks,4,Money,1,0
1141,e324abdb-7100-49f7-bc22-0eba2ba1e890,6,0.166147843003273,/education/dance-and-drama-funding-for-16-to-19-year-olds,4,"Education, training and skills",0,0
574,8da62d85-47c0-42df-94c4-eaaeac329671,6,0.165749192237854,/childcare-parenting/register-the-birth-of-a-child,3,"Parenting, childcare and children's services ",0,0
1100,df824788-d1c7-469c-a43d-841136b58fdf,2,0.16554832458496094,/environment/environmental-management-chemicals-contaminated-land,3,Environment,1,0
1075,690ac909-3bb5-44c6-8374-0e76dc00a15b,6,0.1642613559961319,/education/inspection-of-british-schools-overseas,4,"Education, training and skills",0,0
275,0d3aafca-241b-4977-8967-f47418913e0e,25,0.16308356821537018,/transport/rail-franchise-public-register,4,Transport,0,0
923,50b51f5d-0387-4c11-aa09-5d1290259b79,6,0.16277876496315002,/money/business-tax-stamp-duty-on-shares-stamp-tax-on-electronic-shares,4,Money,0,0
1148,5e0e15fa-a293-494d-a5b6-db4e9276351f,3,0.16262514889240265,/environment/commercial-fishing-fisheries-regulations-monitoring-enforcement-vessel-licensing-and-lists,4,Environment,1,0
1250,a05ec3d4-e403-483c-8781-8cf1351fc352,2,0.1619650423526764,/money/personal-tax-income-tax-student-jobs-and-loans,4,Money,1,0
832,3ac8bc3b-4b7e-44f3-99a0-527eadc52ce6,2,0.15962499380111694,/money/business-tax-gambling-duties-lottery-duty,4,Money,1,0
1163,5476b424-b273-481d-9f86-19feeda2c58b,6,0.15859460830688477,/transport/tube,3,Transport,0,0
452,c64eb759-93ff-4bfd-86f2-16753fc1e062,210,0.15682820975780487,/entering-staying-uk/immigration-rules,2,Entering and staying in the UK,0,0
742,5f058872-552f-40fa-a606-f3b9a7a2fd06,4,0.15604358911514282,/environment/vessel-crew-safety-certification,4,Environment,1,0
949,7a2b6588-d734-4057-8d2f-f80a47123f17,3,0.15499892830848694,/childcare-parenting/financial-help-if-you-have-a-disabled-child,3,"Parenting, childcare and children's services ",1,0
1015,ee6d175d-e7af-417a-9f42-d2c69df9698f,5,0.1544790118932724,/education/school-direct-funding,4,"Education, training and skills",1,0
1226,3cd17485-f0d6-4de8-ba15-57b29c9d6f7d,4,0.15439359843730927,/money/business-tax-stamp-taxes-file-your-sdlt-return,4,Money,1,0
1081,e66907e0-7da9-49fa-8bcc-26d32c608135,3,0.1541999876499176,/money/business-tax-corporation-tax-changes-to-your-company,4,Money,1,0
1105,b25ec9c2-90e3-4826-90d3-283e4e2ac7eb,7,0.153916597366333,/money/personal-tax-capital-gains-tax-property,4,Money,0,0
983,e9dc54fc-2942-4fa6-bb28-c3a47e83599e,2,0.15371131896972656,/environment/commercial-fishing-fisheries-regulations-monitoring-enforcement-catch-quota-trials,4,Environment,1,0
1082,b554cd34-bad2-4fbb-b6df-6dae0a276bb4,3,0.15289531648159027,/money/business-tax-paye-annual-paye-and-payroll-tasks,4,Money,1,0
1052,fed09305-c819-4139-8b05-4b5375a1a582,12,0.1524277925491333,/education/primary-curriculum-key-stage-2-programmes-of-study,4,"Education, training and skills",0,0
